gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
731834566	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448173539SvnOUGNrusNM0CjS										http://creativecommons.org/licenses/by/4.0/	
731808561	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414482075094wLUgjERawJdJeKy										http://creativecommons.org/licenses/by/4.0/	
731808560	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448207491oDsw4qaLnRw2LnDv										http://creativecommons.org/licenses/by/4.0/	
731808556	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448207384ODmODm1STVg5cvB2										http://creativecommons.org/licenses/by/4.0/	
731808552	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448207284nyWwphe5EF4lmScn										http://creativecommons.org/licenses/by/4.0/	
731808542	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448175952Wggbu5eAgOH87c08										http://creativecommons.org/licenses/by/4.0/	
731808423	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448173614Lso0uCRmblONxen2										http://creativecommons.org/licenses/by/4.0/	
731803556	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414491700613PMGTQCfzX1Keiej										http://creativecommons.org/licenses/by/4.0/	
731803549	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449169802jWWogGfonPQrItqa										http://creativecommons.org/licenses/by/4.0/	
731803547	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449169706DwIxk7qFSD9sGJ1G										http://creativecommons.org/licenses/by/4.0/	
731803546	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449169677LRpUP1tQld8bz2BL										http://creativecommons.org/licenses/by/4.0/	
731796940	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414476391539AH5k5gn38nfqlnc										http://creativecommons.org/licenses/by/4.0/	
731796939	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447638949Cw5QL2HcF2p8CryU										http://creativecommons.org/licenses/by/4.0/	
731795843	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447826766ySaWnyRZHseboUks										http://creativecommons.org/licenses/by/4.0/	
731575849	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448361788HavZEV3UFjJay3e1										http://creativecommons.org/licenses/by/4.0/	
731407182	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448361174lFilOuC4QKtjyxnL										http://creativecommons.org/licenses/by/4.0/	
731323469	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448195507WHtuwOGRa5Pv0XKh										http://creativecommons.org/licenses/by/4.0/	
731322890	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448346876QOBlNtYVDSCSN0Pd										http://creativecommons.org/licenses/by/4.0/	
731003729	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448872955WwBXfy3SZwYBoy2E										http://creativecommons.org/licenses/by/4.0/	
730994066	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414478077052qJXmdhySnOX3Hbu										http://creativecommons.org/licenses/by/4.0/	
730994064	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447807723FXBFh64vs0StlIB2										http://creativecommons.org/licenses/by/4.0/	
730994062	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447807760itjvYvfZWn7ry61v										http://creativecommons.org/licenses/by/4.0/	
730994046	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448175920E4vLrvfSrAoVEoxs										http://creativecommons.org/licenses/by/4.0/	
730994033	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448194200uX7Jhq0mg3fokGzw										http://creativecommons.org/licenses/by/4.0/	
730984299	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449222649NYQc372jIMMKZRg5										http://creativecommons.org/licenses/by/4.0/	
730984254	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449246642gvFjBLZtMtemQOoU										http://creativecommons.org/licenses/by/4.0/	
730979382	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448213857ApSw30SLUJig2AsU										http://creativecommons.org/licenses/by/4.0/	
730979378	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414478267250eMY9xcRmXYQYMbK										http://creativecommons.org/licenses/by/4.0/	
730979376	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447826935rtZXOrYjngAv6fVa										http://creativecommons.org/licenses/by/4.0/	
730979372	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447826981sYsyVsu3FIDg2VeD										http://creativecommons.org/licenses/by/4.0/	
730979370	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447827037z2QOigTpdk6PRepH										http://creativecommons.org/licenses/by/4.0/	
730979367	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447827058Dn9G4cl1nYSicQnE										http://creativecommons.org/licenses/by/4.0/	
730979349	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414485285874LbF6Y8abXdRx0nO										http://creativecommons.org/licenses/by/4.0/	
730979324	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447826743iLTlkf7zkuJ96h3w										http://creativecommons.org/licenses/by/4.0/	
730979316	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448361526dRhje3UdcOqh8cwl										http://creativecommons.org/licenses/by/4.0/	
730979313	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448361555ONwddaXzaFwZY3KB										http://creativecommons.org/licenses/by/4.0/	
730979311	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448361582Vn7KaMeQE9eRzQNf										http://creativecommons.org/licenses/by/4.0/	
730979309	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448361223HSpEIw1dFASh1vwQ										http://creativecommons.org/licenses/by/4.0/	
730973139	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449142973BH6tcoWhzw3CJFV6										http://creativecommons.org/licenses/by/4.0/	
730973128	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441447996523KWMYQcaPMJ0aQeQc										http://creativecommons.org/licenses/by/4.0/	
730972978	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448161553StqS2R5urHtwHstU										http://creativecommons.org/licenses/by/4.0/	
730972947	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414491968260DlVlwDtyhOD0GmB										http://creativecommons.org/licenses/by/4.0/	
730972938	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414491970379LqRDVXHdvdv1K1L										http://creativecommons.org/licenses/by/4.0/	
730972931	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449196622QEKyKQWRjPt5ccca										http://creativecommons.org/licenses/by/4.0/	
730972929	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14414491964459YODGIWSxgdt7n6L										http://creativecommons.org/licenses/by/4.0/	
730972923	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449196867HvMUm7JMt3o0zMON										http://creativecommons.org/licenses/by/4.0/	
730962241	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448212439bgDsFnqOYO50LnBq										http://creativecommons.org/licenses/by/4.0/	
730962238	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441448212462NeNdAt4ni1NzWDNX										http://creativecommons.org/licenses/by/4.0/	
730937862	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441449153737P8vhMHqUmMz7YA4t										http://creativecommons.org/licenses/by/4.0/	
575292163	InteractiveResource	application/ld+json	https://iiif.rbge.org.uk/herb/iiif/E00247434/manifest			IIIF Manifest for specimen E00247434				Royal Botanic Garden Edinburgh			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
575292163	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvMjQ3LzQzNC80MjE2NS5qcGc=			Image of herbarium specimen E00247434 by Specimen Digitisation Pipeline				Specimen Digitisation Pipeline			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
575265183	InteractiveResource	application/ld+json	https://iiif.rbge.org.uk/herb/iiif/E00296152/manifest			IIIF Manifest for specimen E00296152				Royal Botanic Garden Edinburgh			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
575265183	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvMjk2LzE1Mi80NDc2MS5qcGc=			Image of herbarium specimen E00296152 by Specimen Digitisation Pipeline				Specimen Digitisation Pipeline			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
575211799	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvMjk2LzEyMi80MzM2NS5qcGc=			Image of herbarium specimen E00296122 by Specimen Digitisation Pipeline				Specimen Digitisation Pipeline			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
575211799	InteractiveResource	application/ld+json	https://iiif.rbge.org.uk/herb/iiif/E00296122/manifest			IIIF Manifest for specimen E00296122				Royal Botanic Garden Edinburgh			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
574643813	InteractiveResource	application/ld+json	https://iiif.rbge.org.uk/herb/iiif/E00296156/manifest			IIIF Manifest for specimen E00296156				Royal Botanic Garden Edinburgh			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
574643813	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvMjk2LzE1Ni80NDc2OS5qcGc=			Image of herbarium specimen E00296156 by Specimen Digitisation Pipeline				Specimen Digitisation Pipeline			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
4022211448	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/158239348/original.jpeg	https://www.inaturalist.org/photos/158239348					2020-10-18T19:42:03Z	Miguel Ángel Cruz Ramirez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Miguel Ángel Cruz Ramirez
4022211448	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/158239942/original.jpeg	https://www.inaturalist.org/photos/158239942					2020-10-18T22:27:20Z	Miguel Ángel Cruz Ramirez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Miguel Ángel Cruz Ramirez
4022211448	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/158239561/original.jpeg	https://www.inaturalist.org/photos/158239561					2020-10-18T19:42:23Z	Miguel Ángel Cruz Ramirez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Miguel Ángel Cruz Ramirez
4011616253	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/250305485/original.jpg	https://www.inaturalist.org/photos/250305485					2023-01-01T20:01:10Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
4011616253	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/250305497/original.jpg	https://www.inaturalist.org/photos/250305497					2023-01-01T20:01:11Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
4011287722	StillImage	image/jpeg	https://biodiversidad.gt/imglib/guatemala/USAC_USCG/00021/USCG_21333_1669165470_lg.jpg							Herbario USCG			http://creativecommons.org/licenses/by-nc/4.0/	USAC, CECON, Herbario USCG (USAC-USCG)
4009761252	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/248917547/original.jpeg	https://www.inaturalist.org/photos/248917547					2022-12-07T17:07:03Z	Luz de los Milagros		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luz de los Milagros
3988546405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/186321083/original.jpg	https://www.inaturalist.org/photos/186321083					2022-04-02T21:21:19Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
3988546405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/186321054/original.jpg	https://www.inaturalist.org/photos/186321054					2022-04-02T21:21:08Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
3988546405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/186321106/original.jpg	https://www.inaturalist.org/photos/186321106					2022-04-02T21:21:09Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
3988546405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/186321088/original.jpg	https://www.inaturalist.org/photos/186321088					2022-04-02T21:21:20Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
3988546405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/186321114/original.jpg	https://www.inaturalist.org/photos/186321114					2022-04-02T21:21:13Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
3988546405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/186321066/original.jpg	https://www.inaturalist.org/photos/186321066					2022-04-02T21:21:14Z	Carlos Domínguez-Rodríguez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Carlos Domínguez-Rodríguez
3986405330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245695835/original.jpeg	https://www.inaturalist.org/photos/245695835					2022-11-15T19:06:07Z	Eugenio Padilla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eugenio Padilla
3986405330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/245695808/original.jpeg	https://www.inaturalist.org/photos/245695808					2022-11-15T19:06:07Z	Eugenio Padilla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Eugenio Padilla
3966568046	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/243008662/original.jpg	https://www.inaturalist.org/photos/243008662					2022-11-08T18:52:33Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3966568046	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/243008644/original.jpg	https://www.inaturalist.org/photos/243008644					2022-11-08T18:11:46Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3966568046	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/243008655/original.jpg	https://www.inaturalist.org/photos/243008655					2022-11-08T18:12:54Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3966550047	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/243008691/original.jpg	https://www.inaturalist.org/photos/243008691					2022-11-10T20:22:24Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3966419022	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/243008672/original.jpg	https://www.inaturalist.org/photos/243008672					2022-11-08T19:21:26Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3966419022	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/243008679/original.jpg	https://www.inaturalist.org/photos/243008679					2022-11-08T19:21:59Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963639121	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830444/original.jpg	https://www.inaturalist.org/photos/241830444					2022-11-02T18:56:48Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963639121	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830453/original.jpg	https://www.inaturalist.org/photos/241830453					2022-11-02T18:56:55Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963639121	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830431/original.jpg	https://www.inaturalist.org/photos/241830431					2022-11-02T18:56:36Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963480001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830420/original.jpg	https://www.inaturalist.org/photos/241830420					2022-11-02T18:59:14Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963480001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830406/original.jpg	https://www.inaturalist.org/photos/241830406					2022-11-02T18:59:02Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963480001	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830397/original.jpg	https://www.inaturalist.org/photos/241830397					2022-11-02T18:58:33Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963417988	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830375/original.jpg	https://www.inaturalist.org/photos/241830375					2022-11-04T16:24:47Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963417988	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/241830388/original.jpg	https://www.inaturalist.org/photos/241830388					2022-11-04T16:26:10Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3963258594	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/240080332/original.jpeg	https://www.inaturalist.org/photos/240080332					2022-10-24T16:19:56Z	axelvasquez20		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	axelvasquez20
3963217597	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/236422431/original.jpeg	https://www.inaturalist.org/photos/236422431					2022-10-10T20:05:56Z	EmmaVillaseñor		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	EmmaVillaseñor
3947780718	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239387843/original.jpeg	https://www.inaturalist.org/photos/239387843					2022-10-24T17:32:30Z	David Andreas De Rivera Tønnessen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	David Andreas De Rivera Tønnessen
3947321564	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239133671/original.jpg	https://www.inaturalist.org/photos/239133671					2022-10-20T16:49:09Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3947321564	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239133650/original.jpg	https://www.inaturalist.org/photos/239133650					2022-10-20T16:48:49Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3947212346	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237042450/original.jpg	https://www.inaturalist.org/photos/237042450					2022-10-12T17:06:19Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3947212346	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237042465/original.jpg	https://www.inaturalist.org/photos/237042465					2022-10-12T17:06:38Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3947212346	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/237042433/original.jpg	https://www.inaturalist.org/photos/237042433					2022-10-12T17:05:32Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3925003678	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233116649/original.jpeg	https://www.inaturalist.org/photos/233116649					2021-09-05T19:07:06Z	EmmaVillaseñor		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	EmmaVillaseñor
3923521757	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233307339/original.jpg	https://www.inaturalist.org/photos/233307339					2022-09-22T18:34:46Z	Luis Humberto Vicente Rivera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis Humberto Vicente Rivera
3923521757	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233307314/original.jpg	https://www.inaturalist.org/photos/233307314					2022-09-22T18:34:44Z	Luis Humberto Vicente Rivera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis Humberto Vicente Rivera
3923521757	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233307265/original.jpg	https://www.inaturalist.org/photos/233307265					2022-09-22T18:34:38Z	Luis Humberto Vicente Rivera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis Humberto Vicente Rivera
3923521757	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233307242/original.jpg	https://www.inaturalist.org/photos/233307242					2022-09-22T18:34:36Z	Luis Humberto Vicente Rivera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis Humberto Vicente Rivera
3923521757	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233307219/original.jpg	https://www.inaturalist.org/photos/233307219					2022-09-22T18:34:33Z	Luis Humberto Vicente Rivera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis Humberto Vicente Rivera
3923521757	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233307290/original.jpg	https://www.inaturalist.org/photos/233307290					2022-09-22T18:34:42Z	Luis Humberto Vicente Rivera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis Humberto Vicente Rivera
3923311397	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/234496241/original.jpg	https://www.inaturalist.org/photos/234496241					2022-10-02T17:44:33Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3923311397	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/234496253/original.jpg	https://www.inaturalist.org/photos/234496253					2022-10-02T17:45:18Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3923311397	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/234496226/original.jpg	https://www.inaturalist.org/photos/234496226					2022-10-02T17:43:56Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3923230361	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/234496308/original.jpg	https://www.inaturalist.org/photos/234496308					2022-10-02T17:56:29Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3923230361	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/234496270/original.jpg	https://www.inaturalist.org/photos/234496270					2022-10-02T17:54:40Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3923230361	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/234496286/original.jpg	https://www.inaturalist.org/photos/234496286					2022-10-02T17:56:22Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3915468344	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132385502/original.jpeg	https://www.inaturalist.org/photos/132385502					2021-05-29T17:28:07Z	José A. Monterrosa O.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	José A. Monterrosa O.
3915468344	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132385567/original.jpeg	https://www.inaturalist.org/photos/132385567					2021-05-29T17:27:59Z	José A. Monterrosa O.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	José A. Monterrosa O.
3915468344	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132385645/original.jpeg	https://www.inaturalist.org/photos/132385645					2021-05-29T17:28:16Z	José A. Monterrosa O.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	José A. Monterrosa O.
3912018861	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/228051232/original.jpeg	https://www.inaturalist.org/photos/228051232					2022-09-05T19:51:08Z	Fridalí		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Fridalí
3903618873	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/227466698/original.jpg	https://www.inaturalist.org/photos/227466698					2022-08-29T16:45:24Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3903618873	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/227466706/original.jpg	https://www.inaturalist.org/photos/227466706					2022-08-29T16:45:42Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3903265547	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/227466722/original.jpg	https://www.inaturalist.org/photos/227466722					2022-08-29T16:43:03Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3903265547	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/227466741/original.jpg	https://www.inaturalist.org/photos/227466741					2022-08-29T16:43:24Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3903151382	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225608089/original.jpg	https://www.inaturalist.org/photos/225608089					2022-08-21T17:41:06Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
3903151382	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225608115/original.jpg	https://www.inaturalist.org/photos/225608115					2022-08-21T17:41:21Z	Neptalí Ramírez Marcial		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Neptalí Ramírez Marcial
